ASV,Kingdom,Phylum,Class,Order,Family,Genus,Label
ASV02170,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,MND1,Proteobacteria (f. Nitrosomonadaceae)
ASV02171,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,,Gemmatimonadetes (f. Gemmatimonadaceae)
ASV02172,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,Proteobacteria (g. Haliangium)
ASV02173,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group,Proteobacteria (f. Desulfobacteraceae)
ASV02174,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,Proteobacteria (g. Undibacterium)
ASV02175,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade,Proteobacteria (f. Spongiibacteraceae)
ASV02176,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Proteobacteria (g. Novosphingobium)
ASV02177,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,Proteobacteria (g. Altererythrobacter)
ASV02178,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovastum,Proteobacteria (g. Rhodovastum)
ASV02179,Bacteria,Proteobacteria,Gammaproteobacteria,JTB23,,,Proteobacteria (c. Gammaproteobacteria)
ASV02180,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,Proteobacteria (g. Bosea)
ASV02181,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Verrucomicrobia (g. Chthoniobacter)
ASV02182,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera,Deinococcota (g. Truepera)
ASV02183,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Proteobacteria (g. Bdellovibrio)
ASV02184,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,,,Bacteroidetes (o. Cytophagales)
ASV02185,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes (g. Flavobacterium)
ASV02186,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,Verrucomicrobia (f. Pedosphaeraceae)
ASV02187,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,Proteobacteria (g. Haliangium)
ASV02188,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,,,Armatimonadetes (o. Chthonomonadales)
ASV02189,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,Verrucomicrobia (g. Luteolibacter)
ASV02190,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,,Proteobacteria (f. Rhizobiales)
ASV02191,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Proteobacteria (g. Bdellovibrio)
ASV02192,Bacteria,Planctomycetes,OM190,,,,Planctomycetes
ASV02193,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,Bacteroidetes (f. Saprospiraceae)
ASV02194,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Proteobacteria (c. Gammaproteobacteria)
ASV02195,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Chryseolinea,Bacteroidetes (g. Chryseolinea)
ASV02196,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,,Bacteroidetes (f. Microscillaceae)
ASV02197,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,,,Proteobacteria (c. Deltaproteobacteria)
ASV02198,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,Bacteroidetes (f. Saprospiraceae)
ASV02199,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinobacterium,Deinococcota (g. Deinobacterium)
ASV02200,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,,,Proteobacteria (o. Micavibrionales)
ASV02201,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus,Proteobacteria (g. Sandaracinus)
ASV02202,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),,,Patescibacteria (c. Gracilibacteria)
ASV02203,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,,,Bacteroidetes (o. Sphingobacteriales)
ASV02204,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Proteobacteria (g. Stenotrophomonas)
ASV02205,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,,Proteobacteria (o. Myxococcales)
ASV02206,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonadetes (g. Gemmatimonas)
ASV02207,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Proteobacteria (g. Bdellovibrio)
ASV02208,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,Proteobacteria (f. Hyphomonadaceae)
ASV02209,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,,Proteobacteria (f. Polyangiaceae)
ASV02210,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,Acidobacteria (f. Thermoanaerobaculaceae)
ASV02211,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Proteobacteria (g. Hyphomicrobium)
ASV02212,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Proteobacteria (g. Geobacter)
ASV02213,Bacteria,Actinobacteria,Actinobacteria,PeM15,,,Actinobacteria (c. Actinobacteria)
ASV02214,Bacteria,,,,,,Bacteria
ASV02215,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,,Chloroflexi (c. Anaerolineae)
ASV02216,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,,Proteobacteria (f. Sandaracinaceae)
ASV02217,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Proteobacteria (g. Bdellovibrio)
ASV02218,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,mle1-27,,Proteobacteria (o. Myxococcales)
ASV02219,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria (g. Legionella)
ASV02220,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,,Bacteroidetes (o. Sphingobacteriales)
ASV02221,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,,,Proteobacteria (o. Desulfuromonadales)
ASV02222,Bacteria,WPS-2,,,,,Bacteria
ASV02223,Bacteria,,,,,,Bacteria
ASV02224,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,,Bacteroidetes (f. Chitinophagaceae)
ASV02225,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,,,"Proteobacteria (c. Gammaproteobacteria, KI89A clade)"
ASV02226,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,37-13,,Bacteroidetes (o. Chitinophagales)
ASV02227,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,,Proteobacteria (f. Solimonadaceae)
ASV02228,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Lautropia,Proteobacteria (g. Lautropia)
ASV02229,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,Bacteroidetes (f. Saprospiraceae)
ASV02230,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,Planctomycetes (g. Rhodopirellula)
ASV02231,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,Verrucomicrobia (f. Pedosphaeraceae)
ASV02232,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Tahibacter,Proteobacteria (g. Tahibacter)
ASV02233,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,Bacteroidetes (g. Ferruginibacter)
ASV02234,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,,Chloroflexi (f. Anaerolineaceae)
ASV02235,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,,,Kiritimatiellaeota (c. Kiritimatiellae)
ASV02236,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,,Bacteroidetes (f. Prolixibacteraceae)
ASV02237,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,Verrucomicrobia (g. Prosthecobacter)
ASV02238,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,Planctomycetes (g. Pirellula)
ASV02239,Bacteria,Bacteroidetes,Bacteroidia,,,,Bacteroidetes (c. Bacteroidia)
ASV02240,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes (g. Flavobacterium)
ASV02241,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,,Bacteroidetes (o. Bacteroidales)
ASV02242,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,,Proteobacteria (f. Acetobacteraceae)
ASV02243,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Runella,Bacteroidetes (g. Runella)
ASV02244,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus_Paracaedibacter,Proteobacteria (g. Paracaedibacter)
ASV02245,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,,Bacteroidetes (f. Spirosomaceae)
ASV02246,Bacteria,Dependentiae,Babeliae,Babeliales,,,Dependentiae (o. Babeliales)
ASV02247,Bacteria,Planctomycetes,BD7-11,,,,Planctomycetes
ASV02248,Bacteria,Planctomycetes,Phycisphaerae,CCM11a,,,Planctomycetes (c. Phycisphaerae)
ASV02249,Bacteria,Proteobacteria,Gammaproteobacteria,KF-JG30-C25,,,Proteobacteria (c. Gammaproteobacteria)
ASV02250,Bacteria,Proteobacteria,Deltaproteobacteria,MBNT15,,,Proteobacteria (c. Deltaproteobacteria)
ASV02251,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,,Proteobacteria (f. Neisseriaceae)
ASV02252,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,Proteobacteria (f. Sphingomonadaceae)
ASV02253,Bacteria,,,,,,Bacteria
ASV02254,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,Bacteroidetes (f. Saprospiraceae)
ASV02255,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,Planctomycetes (g. Pirellula)
ASV02256,Bacteria,Proteobacteria,Deltaproteobacteria,,,,Proteobacteria (c. Deltaproteobacteria)
ASV02257,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,Bacteroidetes (f. Saprospiraceae)
ASV02258,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,mle1-27,,Proteobacteria (o. Myxococcales)
ASV02259,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus_Paracaedibacter,Proteobacteria (g. Paracaedibacter)
ASV02260,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,,Proteobacteria (o. Oligoflexales)
ASV02261,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae,Candidatus_Solibacter,Acidobacteria (g. Solibacter)
ASV02262,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Flectobacillus,Bacteroidetes (g. Flectobacillus)
ASV02263,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Ellin6067,Proteobacteria (f. Nitrosomonadaceae)
ASV02264,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes (g. Flavobacterium)
ASV02265,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,,,Chloroflexi (c. Anaerolineae)
ASV02266,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Firmicutes (g. Staphylococcus)
ASV02267,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,Bacteroidetes (g. Terrimonas)
ASV02268,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Proteobacteria (g. Pseudomonas)
ASV02269,Bacteria,Bacteroidetes,,,,,Bacteroidetes
ASV02270,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Proteobacteria (g. Phenylobacterium)
ASV02271,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,Planctomycetes (g. Pirellula)
ASV02272,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,Bacteroidetes (g. Paludibacter)
ASV02273,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Proteobacteria (g. Rhodobacter)
ASV02274,Bacteria,,,,,,Bacteria
ASV02275,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,,,Bacteroidetes (c. Ignavibacteria)
ASV02276,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Proteobacteria (g. Novosphingobium)
ASV02277,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Proteobacteria (c. Gammaproteobacteria)
ASV02278,Bacteria,Spirochaetes,Leptospirae,Leptospirales,Leptospiraceae,Turneriella,Spirochaetes (g. Turneriella)
ASV02279,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,,Proteobacteria (f. Oligoflexaceae)
ASV02280,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,,Bacteroidetes (o. Sphingobacteriales)
ASV02281,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Bacteroidetes (g. Sediminibacterium)
ASV02282,Bacteria,,,,,,Bacteria
ASV02283,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria (g. Legionella)
ASV02284,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,,Bacteroidetes (o. Sphingobacteriales)
ASV02285,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,,Proteobacteria (f. Bacteriovoracaceae)
ASV02286,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,,,Planctomycetes (o. Planctomycetales)
ASV02287,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,Verrucomicrobia (g. Opitutus)
ASV02288,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,,,Bacteroidetes (o. Chitinophagales)
ASV02289,Bacteria,,,,,,Bacteria
ASV02290,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,Bacteroidetes (f. Saprospiraceae)
ASV02291,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Qipengyuania,Proteobacteria (g. Qipengyuania)
ASV02292,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,Bacteroidetes (g. Terrimonas)
ASV02293,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,,Proteobacteria (o. Oligoflexales)
ASV02294,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,Proteobacteria (f. Hyphomonadaceae)
ASV02295,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter,Bacteroidetes (g. Dinghuibacter)
ASV02296,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,Bacteroidetes (o. Bacteroidales)
ASV02297,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,Verrucomicrobia (f. Pedosphaeraceae)
ASV02298,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Proteobacteria (g. Phenylobacterium)
ASV02299,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,,Proteobacteria (o. Myxococcales)
ASV02300,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,Bacteroidetes (g. Terrimonas)
ASV02301,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Proteobacteria (g. Mesorhizobium)
ASV02302,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,Planctomycetes (g. Pirellula)
ASV02303,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,Proteobacteria (g. Pseudorhodobacter)
ASV02304,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,,Planctomycetes (f. Gemmataceae)
ASV02305,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,,,Bacteroidetes (o. Sphingobacteriales)
ASV02306,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Proteobacteria (g. Brevundimonas)
ASV02307,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,,Proteobacteria (f. Neisseriaceae)
ASV02308,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Proteobacteria (c. Alphaproteobacteria)
ASV02309,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,Proteobacteria (g. Blastomonas)
ASV02310,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,Proteobacteria (g. Roseomonas)
ASV02311,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,,Proteobacteria (f. Sandaracinaceae)
ASV02312,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,,Proteobacteria (o. Myxococcales)
ASV02313,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,Proteobacteria (g. Aquicella)
ASV02314,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,,Proteobacteria (f. Rickettsiaceae)
ASV02315,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Proteobacteria (g. Bdellovibrio)
ASV02316,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,,Proteobacteria (f. Magnetospiraceae)
ASV02317,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,,Planctomycetes (f. Gemmataceae)
ASV02318,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae,Paludibaculum,Acidobacteria (g. Paludibaculum)
ASV02319,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Lacibacter,Bacteroidetes (g. Lacibacter)
ASV02320,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,,Proteobacteria (f. Diplorickettsiaceae)
ASV02321,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Enhygromyxa,Proteobacteria (g. Enhygromyxa)
ASV02322,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,Verrucomicrobia (g. Lacunisphaera)
